Geschäftsnummer,Geschäftstyp,Urheber,Stand,Geschäftstitel,Link zur Geschäftsseite,eingereicht_am,unterzeichner1,unterzeichner2,unterzeichner3,unterzeichner4,unterzeichner5,unterzeichner6,unterzeichner7,unterzeichner8,unterzeichner9,unterzeichner10,unterzeichner11,unterzeichner12,unterzeichner13,unterzeichner14,unterzeichner15,unterzeichner16,unterzeichner17,unterzeichner18,unterzeichner19,unterzeichner20,unterzeichner21,unterzeichner22,unterzeichner23,unterzeichner24,unterzeichner25,unterzeichner26,unterzeichner27,unterzeichner28,unterzeichner29,unterzeichner30,unterzeichner31,unterzeichner32,unterzeichner33,unterzeichner34,unterzeichner35,unterzeichner36,unterzeichner37,unterzeichner38,unterzeichner39,unterzeichner40,unterzeichner41,unterzeichner42,unterzeichner43,unterzeichner44,unterzeichner45,unterzeichner46,id_Urheber,id_unterzeichner1,id_unterzeichner2,id_unterzeichner3,id_unterzeichner4,id_unterzeichner5,id_unterzeichner6,id_unterzeichner7,id_unterzeichner8,id_unterzeichner9,id_unterzeichner10,id_unterzeichner11,id_unterzeichner12,id_unterzeichner13,id_unterzeichner14,id_unterzeichner15,id_unterzeichner16,id_unterzeichner17,id_unterzeichner18,id_unterzeichner19,id_unterzeichner20,id_unterzeichner21,id_unterzeichner22,id_unterzeichner23,id_unterzeichner24,id_unterzeichner25,id_unterzeichner26,id_unterzeichner27,id_unterzeichner28,id_unterzeichner29,id_unterzeichner30,id_unterzeichner31,id_unterzeichner32,id_unterzeichner33,id_unterzeichner34,id_unterzeichner35,id_unterzeichner36,id_unterzeichner37,id_unterzeichner38,id_unterzeichner39,id_unterzeichner40,id_unterzeichner41,id_unterzeichner42,id_unterzeichner43,id_unterzeichner44,id_unterzeichner45,id_unterzeichner46,unterzeichner_ids
24.4417,Interpellation,Masshardt Nadine,Stellungnahme zum Vorstoss liegt vor,Wie fördert die Schweiz die Forschung zur Sicherheit von Chemikalien?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244417,2024-12-18,Masshardt Nadine,Alijaj Islam,Brizzi Simona,Candan Hasan,Crottaz Brigitte,De Ventura Linda,Docourt Martine,Fehlmann Rielle Laurence,Friedl Claudia,Gysi Barbara,Jaccoud Jessica,Revaz Estelle,Roth David,Rumy Farah,Seiler Graf Priska,Tschopp Jean,Tuosto Brenda,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,144,443,NA,449,330,499,NA,280,89,110,460,NA,484,486,304,459,494,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4386,Interpellation,Wandfluh Ernst,Erledigt,Potenzial für mehr Holznutzung aus bundeseigenem Wald,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244386,2024-12-17,Wandfluh Ernst,Gafner Andreas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,453,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4306,Interpellation,Graf Maya,Erledigt,Die Asiatische Hornisse ist dramatisch auf dem Vormarsch. Der Bund muss jetzt handeln!,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244306,2024-12-05,Graf Maya,Crevoisier Crelier Mathilde,Friedli Esther,Häberli-Koller Brigitte,Hegglin Peter,Stark Jakob,Stocker Simon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,102,438,356,228,317,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4249,Interpellation,Weichelt Manuela,Stellungnahme zum Vorstoss liegt vor,"Nachhaltigkeit im Gesundheitswesen. Einweginstrumente dürfen nicht ""Vorschrift"" sein!",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244249,2024-09-27,Weichelt Manuela,Crottaz Brigitte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,386,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4204,Interpellation,Arslan Sibel,Stellungnahme zum Vorstoss liegt vor,Vereinbarkeit der Nichtumsetzung des EGMR-Klimaurteils mit Artikel 54 Absatz 2 der Bundesverfassung,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244204,2024-09-27,Arslan Sibel,Andrey Gerhard,Baumann Kilian,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Glättli Balthasar,Kälin Irène,Mahaim Raphaël,Porchet Léonore,Prelicz-Huber Katharina,Ryser Franziska,Schlatter Marionna,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,371,358,424,383,395,98,329,433,410,411,346,349,334,422,386,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4177,Interpellation,Storni Bruno,Erledigt,Risiken von Naturgefahren. Aktualisierung und Konsequenzen aufgrund des Klimawandels und der jüngsten Ereignisse,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244177,2024-09-27,Storni Bruno,Amoos Emmanuel,Arslan Sibel,Bendahan Samuel,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,de Quattro Jacqueline,Farinelli Alex,Fivaz Fabien,Fonio Giorgio,Fridez Pierre-Alain,Friedl Claudia,Giacometti Anna,Glättli Balthasar,Munz Martina,Nordmann Roger,Pamini Paolo,Porchet Léonore,Prelicz-Huber Katharina,Pult Jon,Roth David,Schläfli Nina,Stadler Simon,Tuosto Brenda,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,420,428,264,323,424,449,383,330,392,393,395,472,88,89,374,98,NA,NA,482,410,411,378,484,487,419,494,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4138,Interpellation,Fivaz Fabien,Stellungnahme zum Vorstoss liegt vor,Biodiversitätskrise. Unhaltbare Zustände im UVEK,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244138,2024-09-26,Fivaz Fabien,Schlatter Marionna,Arslan Sibel,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Friedl Claudia,Glättli Balthasar,Kälin Irène,Klopfenstein Broggini Delphine,Mettler Melanie,Munz Martina,Nordmann Roger,Porchet Léonore,Prelicz-Huber Katharina,Revaz Estelle,Roth David,Schlatter Marionna,Seiler Graf Priska,Töngi Michael,Trede Aline,Tuosto Brenda,Walder Nicolas,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,395,349,264,424,449,383,330,NA,89,98,329,403,NA,NA,NA,410,411,NA,484,349,304,334,198,494,422,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4108,Interpellation,Candan Hasan,Stellungnahme zum Vorstoss liegt vor,Wie wurde bei der Überprüfung von Subventionen im EFD und VBS die schädigende Wirkung auf die Biodiversität ermittelt?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244108,2024-09-26,Candan Hasan,Arslan Sibel,Brenzikofer Florence,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Fivaz Fabien,Flach Beat,Friedl Claudia,Glättli Balthasar,Gysin Greta,Mahaim Raphaël,Munz Martina,Nordmann Roger,Porchet Léonore,Prelicz-Huber Katharina,Roth David,Schaffner Barbara,Schlatter Marionna,Seiler Graf Priska,Töngi Michael,Walder Nicolas,Weichelt Manuela,Wettstein Felix,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,264,424,383,330,NA,395,83,89,98,396,433,NA,NA,410,411,484,418,349,304,334,422,386,354,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4056,Interpellation,Moser Tiana Angelina,Erledigt,Aktionsplan zur Reduktion der Belastung von Mensch und Umwelt durch langlebige Chemikalien wie PFAS. Nächste Schritte,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244056,2024-09-26,Moser Tiana Angelina,Crevoisier Crelier Mathilde,Graf Maya,Michel Matthias,Stark Jakob,Würth Benedikt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,147,438,102,400,384,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.4041,Interpellation,Vincenz-Stauffacher Susanne,Stellungnahme zum Vorstoss liegt vor,Vorbildfunktion des Bundes bei der Umsetzung des Klimaschutzgesetzes als Hebel für die Wirtschaft,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244041,2024-09-26,Vincenz-Stauffacher Susanne,Masshardt Nadine,Schaffner Barbara,Trede Aline,Wismer-Felder Priska,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,361,144,418,198,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3958,Interpellation,Girod Bastien,Stellungnahme zum Vorstoss liegt vor,Solidarische Finanzierung von Carbon Capture auf Kehrichtverbrennungsanlagen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243958,2024-09-23,Girod Bastien,Trede Aline,Clivaz Christophe,Gysin Greta,Ryser Franziska,Schlatter Marionna,Trede Aline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,383,396,346,349,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3798,Interpellation,Weichelt Manuela,Stellungnahme zum Vorstoss liegt vor,"Was tut der Bundesrat im Rahmen der langfristigen Finanzplanung, um die (zukünftigen) Kosten des Verlustes von Arten und Lebensräumen tragen zu können?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243798,2024-06-14,Weichelt Manuela,Alijaj Islam,Andrey Gerhard,Arslan Sibel,Baumann Kilian,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Fehlmann Rielle Laurence,Fivaz Fabien,Friedl Claudia,Glättli Balthasar,Gysi Barbara,Jost Marc,Kälin Irène,Klopfenstein Broggini Delphine,Marti Min Li,Munz Martina,Porchet Léonore,Prelicz-Huber Katharina,Schläfli Nina,Schlatter Marionna,Seiler Graf Priska,Töngi Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,386,443,371,264,358,424,449,383,330,280,395,89,98,110,437,329,403,293,NA,410,411,487,349,304,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3771,Interpellation,Clivaz Christophe,Stellungnahme zum Vorstoss liegt vor,"Wurden die im BAFU-Bericht ""Wirkung des Aktionsplans Biodiversität AP SBS"" (2023) veröffentlichten Ergebnisse absichtlich geschönt?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243771,2024-06-14,Clivaz Christophe,Candan Hasan,Fivaz Fabien,Klopfenstein Broggini Delphine,Munz Martina,Schlatter Marionna,Töngi Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383,383,449,395,403,NA,349,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3749,Interpellation,Weber Céline,Erledigt,"Eine Politik für das Kunststoffrecycling, die diesen Namen verdient",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243749,2024-06-14,Weber Céline,Flach Beat,Grossen Jürg,Hässig Patrick,Mettler Melanie,Schaffner Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,431,83,106,476,NA,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3695,Interpellation,Schlatter Marionna,Stellungnahme zum Vorstoss liegt vor,"Müsste die Schweiz nicht eine Strategie ""Verteidigung und Klimawandel"" haben, so wie alle EU-Staaten?",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243695,2024-06-13,Schlatter Marionna,Andrey Gerhard,Barandun Nicole,Candinas Martin,Fivaz Fabien,Hässig Patrick,Molina Fabian,Riniker Maja,Seiler Graf Priska,Töngi Michael,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,349,371,461,65,395,476,332,415,304,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3694,Interpellation,Friedl Claudia,Stellungnahme zum Vorstoss liegt vor,Klimaerwärmung in der Schweiz. Extremszenario wird Realität,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243694,2024-06-13,Friedl Claudia,Alijaj Islam,Baumann Kilian,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Docourt Martine,Fehlmann Rielle Laurence,Fivaz Fabien,Flach Beat,Glättli Balthasar,Gysi Barbara,Klopfenstein Broggini Delphine,Mettler Melanie,Munz Martina,Prelicz-Huber Katharina,Roth David,Schläfli Nina,Seiler Graf Priska,Storni Bruno,Tschopp Jean,Weichelt Manuela,Wettstein Felix,Zybach Ursula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,89,443,358,424,449,383,330,NA,280,395,83,98,110,403,NA,NA,411,484,487,304,420,459,386,354,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3679,Interpellation,Ryser Franziska,Erledigt,Datenerhebung zum Beitrag des Rohstoffhandels zur Wertschöpfung,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243679,2024-06-13,Ryser Franziska,Badertscher Christine,Brenzikofer Florence,Jost Marc,Mahaim Raphaël,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,346,355,424,437,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3669,Interpellation,Flach Beat,Stellungnahme zum Vorstoss liegt vor,Wie steht der Bundesart zu einem kostenneutralen Innovations- und Evidenzfonds für die Erhöhung der Wirksamkeit der internationalen Zusammenarbeit?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243669,2024-06-13,Flach Beat,Bally Maya,Bäumle Martin,Grossen Jürg,Schaffner Barbara,Weber Céline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,83,NA,51,106,418,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3663,Interpellation,Marti Min Li,Erledigt,Wie kann die Nachhaltigkeit bei der künstlichen Intelligenz gefördert werden?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243663,2024-06-13,Marti Min Li,Andrey Gerhard,Blunschy Dominik,Glättli Balthasar,Grüter Franz,Gugger Niklaus-Samuel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293,293,371,445,98,285,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3596,Interpellation,de Quattro Jacqueline,Erledigt,Rettet die Tessinerpalmen,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243596,2024-06-12,de Quattro Jacqueline,Chappuis Isabelle,Gianini Simone,Revaz Estelle,Ritter Markus,Ruch Daniel,Rüegger Monika,Schilliger Peter,Schneeberger Daniela,Strupler Manuel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,392,NA,474,NA,178,436,379,185,21,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3462,Interpellation,Piller Carrard Valérie,Erledigt,Wie sieht es mit der Verschmutzung des Neuenburgersees aufgrund militärischer Schiessübungen aus?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243462,2024-04-17,Piller Carrard Valérie,Alijaj Islam,Arslan Sibel,Crottaz Brigitte,Fehlmann Rielle Laurence,Fivaz Fabien,Friedl Claudia,Munz Martina,Ruch Daniel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,168,443,264,330,280,395,89,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3434,Interpellation,Walder Nicolas,Erledigt,"UNO. Die Schweiz muss sich dafür einsetzen, dass weniger Kunststoffe produziert und verwendet werden und dass die Plastikverschmutzung entlang des gesamten Plastik-Lebenszyklus reduziert wird",https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243434,2024-04-17,Walder Nicolas,Clivaz Christophe,Klopfenstein Broggini Delphine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,422,383,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3368,Interpellation,Jauslin Matthias Samuel,Stellungnahme zum Vorstoss liegt vor,Unterschätzt der Bundesrat den Handlungsbedarf beim Schutz der Meere?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243368,2024-03-15,Jauslin Matthias Samuel,Badertscher Christine,Giacometti Anna,Mettler Melanie,Müller-Altermatt Stefan,Reimann Lukas,Walder Nicolas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,314,355,374,NA,153,172,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3366,Interpellation,Docourt Martine,Stellungnahme zum Vorstoss liegt vor,Noch ein paar Phthalate gefällig?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243366,2024-03-15,Docourt Martine,Amoos Emmanuel,Dandrès Christian,Fivaz Fabien,Jaccoud Jessica,Munz Martina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,389,395,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3344,Interpellation,Klopfenstein Broggini Delphine,Stellungnahme zum Vorstoss liegt vor,Auswirkungen von Mikroplastik auf die Gesundheit von Kindern,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243344,2024-03-15,Klopfenstein Broggini Delphine,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Mahaim Raphaël,Schlatter Marionna,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,403,424,383,395,433,349,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3326,Interpellation,Candan Hasan,Stellungnahme zum Vorstoss liegt vor,Evaluation von Nutzen und Kosten von Subventionen. Was sind die Learnings für eine kohärente Praxis?,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243326,2024-03-15,Candan Hasan,Alijaj Islam,Arslan Sibel,Baumann Kilian,Brenzikofer Florence,Candan Hasan,Clivaz Christophe,Crottaz Brigitte,Fivaz Fabien,Gysi Barbara,Klopfenstein Broggini Delphine,Mahaim Raphaël,Marti Min Li,Mettler Melanie,Munz Martina,Nordmann Roger,Porchet Léonore,Prelicz-Huber Katharina,Rumy Farah,Schaffner Barbara,Schlatter Marionna,Seiler Graf Priska,Walder Nicolas,Weichelt Manuela,Wettstein Felix,Wyss Sarah,Zryd Andrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,449,443,264,358,424,449,383,330,395,110,403,433,293,NA,NA,NA,410,411,486,418,349,304,422,386,354,426,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24.3323,Interpellation,Gugger Niklaus-Samuel,Stellungnahme zum Vorstoss liegt vor,Wiederherstellung von Ökosystemen in der Schweiz,https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243323,2024-03-15,Gugger Niklaus-Samuel,Andrey Gerhard,Arslan Sibel,Brenzikofer Florence,Clivaz Christophe,Fivaz Fabien,Giacometti Anna,Glättli Balthasar,Jauslin Matthias Samuel,Klopfenstein Broggini Delphine,Müller-Altermatt Stefan,Munz Martina,Revaz Estelle,Töngi Michael,Weichelt Manuela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,327,371,264,424,383,395,374,98,314,403,153,NA,NA,334,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
