"url","eingereicht_am","mitunterzeichner"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243037","27.02.2024","Haab Martin"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243018","26.02.2024","Kolly Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253878","20.06.2025","Glättli Balthasar, Brenzikofer Florence, Clivaz Christophe, Klopfenstein Broggini Delphine, Mahaim Raphaël, Prelicz-Huber Katharina, Schlatter Marionna, Töngi Michael, Weichelt Manuela, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253859","20.06.2025","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253832","20.06.2025","Candan Hasan, Brenzikofer Florence, Brizzi Simona, Chollet Clarence, Clivaz Christophe, Crottaz Brigitte, Friedl Claudia, Gysi Barbara, Pult Jon, Schmezer Ueli, Schneider Meret"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253828","20.06.2025","Ryser Franziska, Arslan Sibel, Brenzikofer Florence, Chollet Clarence, Clivaz Christophe, Glättli Balthasar, Michaud Gigon Sophie, Porchet Léonore, Prelicz-Huber Katharina, Schlatter Marionna, Schneider Meret, Töngi Michael, Walder Nicolas, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253718","19.06.2025","Baumann Kilian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253582","10.06.2025","de Courten Thomas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253512","07.05.2025","Nicolet Jacques"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253509","07.05.2025","Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253487","07.05.2025","Müller Leo, Feller Olivier, Haab Martin, Huber Alois, Kaufmann Pius, Riem Katja, Ritter Markus, Rüegsegger Hans Jörg"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253480","07.05.2025","Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253402","21.03.2025","Gugger Niklaus-Samuel, Arslan Sibel, Glättli Balthasar, Jost Marc, Schmezer Ueli, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253381",NA,""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253380","21.03.2025","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253348","21.03.2025","Baumann Kilian, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Porchet Léonore, Prelicz-Huber Katharina, Ryser Franziska, Schlatter Marionna, Schneider Meret, Töngi Michael, Trede Aline, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253323","21.03.2025","Badertscher Christine"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253283","21.03.2025","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253272","21.03.2025","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253271","21.03.2025","Glättli Balthasar, Brenzikofer Florence, Klopfenstein Broggini Delphine, Michaud Gigon Sophie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253242","20.03.2025","Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Kälin Irène, Klopfenstein Broggini Delphine, Töngi Michael, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253217","20.03.2025","Schlatter Marionna, Arslan Sibel, Baumann Kilian, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Klopfenstein Broggini Delphine, Prelicz-Huber Katharina, Schneider Meret, Töngi Michael, Trede Aline, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253205","20.03.2025","Klopfenstein Broggini Delphine, Brenzikofer Florence, Clivaz Christophe, Docourt Martine, Fivaz Fabien, Glättli Balthasar, Michaud Gigon Sophie, Porchet Léonore, Schlatter Marionna, Töngi Michael, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253176","19.03.2025","Flach Beat"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253159","19.03.2025","Graf Maya, Hegglin Peter, Hurni Baptiste, Juillard Charles, Moser Tiana Angelina, Salzmann Werner, Stark Jakob, Vara Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253039","03.03.2025","Page Pierre-André"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253875","20.06.2025","Weichelt Manuela, Arslan Sibel, Baumann Kilian, Brenzikofer Florence, Chollet Clarence, Clivaz Christophe, Crottaz Brigitte, Glättli Balthasar, Gysi Barbara, Klopfenstein Broggini Delphine, Porchet Léonore, Prelicz-Huber Katharina, Ryser Franziska, Schlatter Marionna, Schneider Meret, Stämpfli Fabienne, Töngi Michael, Walder Nicolas, Wettstein Felix, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253844","20.06.2025","Zybach Ursula, Baumann Kilian, Brizzi Simona, Candan Hasan, De Ventura Linda, Giacometti Anna, Seiler Graf Priska, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253841","20.06.2025","Schmezer Ueli, Alijaj Islam, Amoos Emmanuel, Arslan Sibel, Baumann Kilian, Bendahan Samuel, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, De Ventura Linda, Friedl Claudia, Glättli Balthasar, Jaccoud Jessica, Klopfenstein Broggini Delphine, Piller Carrard Valérie, Porchet Léonore, Prelicz-Huber Katharina, Pult Jon, Rumy Farah, Schläfli Nina, Schneider Meret, Seiler Graf Priska, Töngi Michael, Tuosto Brenda, Walder Nicolas, Wettstein Felix, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253810","20.06.2025","Candan Hasan, Amoos Emmanuel, Badran Jacqueline, Clivaz Christophe, De Ventura Linda, Flach Beat, Friedl Claudia, Jauslin Matthias Samuel, Klopfenstein Broggini Delphine, Porchet Léonore, Prelicz-Huber Katharina, Pult Jon, Roth David, Rumy Farah, Schläfli Nina, Schmezer Ueli, Schneider Meret, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix, Wyss Sarah"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253788","19.06.2025","Gutjahr Diana, Giezendanner Benjamin, Pfister Gerhard, Wasserfallen Christian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253787","19.06.2025","Schneider Meret"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253773","19.06.2025","Molina Fabian, Gysi Barbara, Nussbaumer Eric"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253765","19.06.2025","Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253750","19.06.2025","Wasserfallen Christian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253747","19.06.2025","Graf Maya, Fivaz Fabien, Moser Tiana Angelina, Zopfi Mathias"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253691","18.06.2025","Wettstein Felix, Baumann Kilian, Brenzikofer Florence, Candan Hasan, Chollet Clarence, Clivaz Christophe, Glättli Balthasar, Klopfenstein Broggini Delphine, Schneider Meret, Töngi Michael, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253632","17.06.2025","Gafner Andreas, Jost Marc, Vontobel Erich"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253553","ngIf: businessRole.ParlGroups.ParlGroupName Grüne Fraktion end ngIf: businessRole.ParlGroups.ParlGroupName","Grüne Fraktion, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253546","03.06.2025","Andrey Gerhard"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253538","02.06.2025","Reimann Lukas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253537","02.06.2025","Egger Mike"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253508","07.05.2025","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253507","07.05.2025","Candan Hasan, Bendahan Samuel, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, De Ventura Linda, Docourt Martine, Fehlmann Rielle Laurence, Flach Beat, Gaillard Benoît, Klopfenstein Broggini Delphine, Schläfli Nina, Seiler Graf Priska, Töngi Michael, Wermuth Cédric"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253454","06.05.2025","Molina Fabian, Friedl Claudia, Pult Jon, Rumy Farah, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253433","05.05.2025","Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253351","21.03.2025","Masshardt Nadine, Bendahan Samuel, Candan Hasan, Docourt Martine, Friedl Claudia, Piller Carrard Valérie, Revaz Estelle, Rumy Farah, Schläfli Nina, Wyss Sarah, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253337","21.03.2025","Candan Hasan, Alijaj Islam, Amoos Emmanuel, Bendahan Samuel, Bertschy Kathrin, Brenzikofer Florence, Brizzi Simona, Clivaz Christophe, Crottaz Brigitte, Docourt Martine, Fivaz Fabien, Friedl Claudia, Glättli Balthasar, Gysi Barbara, Marti Min Li, Prelicz-Huber Katharina, Schläfli Nina, Schlatter Marionna, Seiler Graf Priska, Töngi Michael, Trede Aline, Tuosto Brenda, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253336","21.03.2025","Ryser Franziska, Candan Hasan, Flach Beat, Hess Lorenz, Michaud Gigon Sophie, Schlatter Marionna, Trede Aline, Widmer Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253319","21.03.2025","Candan Hasan, Alijaj Islam, Baumann Kilian, Bendahan Samuel, Brenzikofer Florence, Brizzi Simona, Clivaz Christophe, De Ventura Linda, Docourt Martine, Fivaz Fabien, Flach Beat, Friedl Claudia, Glättli Balthasar, Gysi Barbara, Jauslin Matthias Samuel, Klopfenstein Broggini Delphine, Marti Min Li, Michaud Gigon Sophie, Molina Fabian, Prelicz-Huber Katharina, Roth David, Schaffner Barbara, Schläfli Nina, Schlatter Marionna, Schmezer Ueli, Schneider Meret, Seiler Graf Priska, Töngi Michael, Tuosto Brenda, Walder Nicolas, Weichelt Manuela, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253312","21.03.2025","Schlatter Marionna, Baumann Kilian, Brenzikofer Florence, Clivaz Christophe, Glättli Balthasar, Gysin Greta, Kälin Irène, Klopfenstein Broggini Delphine, Prelicz-Huber Katharina, Ryser Franziska, Schneider Meret, Töngi Michael, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253305","21.03.2025","de Montmollin Simone, Candinas Martin, Cottier Damien, Farinelli Alex, Reimann Lukas, Wehrli Laurent"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253278","21.03.2025","Kolly Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253258","21.03.2025","Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253220","20.03.2025","Weichelt Manuela, Andrey Gerhard, Arslan Sibel, Baumann Kilian, Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Klopfenstein Broggini Delphine, Prelicz-Huber Katharina, Roth David, Schlatter Marionna, Schneider Meret, Seiler Graf Priska, Töngi Michael, Trede Aline, Wettstein Felix, Wyss Sarah, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253188","20.03.2025","Schneider-Schneiter Elisabeth"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253178","19.03.2025","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253142","18.03.2025","de Quattro Jacqueline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253133","18.03.2025",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253110","17.03.2025","Michaud Gigon Sophie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253074","10.03.2025","Storni Bruno"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20253035","03.03.2025","Müller Damian"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244696","20.12.2024","Schneider Meret"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244691","20.12.2024","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244676","20.12.2024","Clivaz Christophe, Candan Hasan, Michaud Gigon Sophie, Ryser Franziska, Schlatter Marionna, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244673","20.12.2024","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244668","20.12.2024","Ryser Franziska, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Töngi Michael, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244662","20.12.2024","Schlatter Marionna, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Michaud Gigon Sophie, Porchet Léonore, Prelicz-Huber Katharina, Ryser Franziska, Schneider Meret, Töngi Michael, Trede Aline, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244661","20.12.2024","Schlatter Marionna, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Kälin Irène, Michaud Gigon Sophie, Prelicz-Huber Katharina, Ryser Franziska, Schneider Meret, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244658","20.12.2024","Schlatter Marionna, Arslan Sibel, Badertscher Christine, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Michaud Gigon Sophie, Ryser Franziska, Schneider Meret, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244624","20.12.2024","Suter Gabriela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244606","20.12.2024",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244577","20.12.2024","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244561","20.12.2024","Candan Hasan, Alijaj Islam, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, De Ventura Linda, Fehlmann Rielle Laurence, Fivaz Fabien, Friedl Claudia, Glättli Balthasar, Marti Min Li, Mettler Melanie, Michaud Gigon Sophie, Prelicz-Huber Katharina, Roth David, Schläfli Nina, Schneider Meret, Seiler Graf Priska, Töngi Michael, Tuosto Brenda, Walder Nicolas, Weichelt Manuela, Wettstein Felix, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244555","20.12.2024","Candan Hasan, Alijaj Islam, Brizzi Simona, Clivaz Christophe, Crottaz Brigitte, De Ventura Linda, Fivaz Fabien, Friedl Claudia, Glättli Balthasar, Grossen Jürg, Klopfenstein Broggini Delphine, Mettler Melanie, Michaud Gigon Sophie, Molina Fabian, Prelicz-Huber Katharina, Pult Jon, Roth David, Rumy Farah, Schläfli Nina, Schneider Meret, Seiler Graf Priska, Töngi Michael, Tschopp Jean, Tuosto Brenda, Walder Nicolas, Weichelt Manuela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244513","19.12.2024","Gysin Greta"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244445","18.12.2024","Hurni Baptiste, Broulis Pascal, Crevoisier Crelier Mathilde, Maillard Pierre-Yves, Poggia Mauro, Sommaruga Carlo, Vara Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244423","18.12.2024","Wandfluh Ernst"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244417","18.12.2024","Masshardt Nadine, Alijaj Islam, Brizzi Simona, Candan Hasan, Crottaz Brigitte, De Ventura Linda, Docourt Martine, Fehlmann Rielle Laurence, Friedl Claudia, Gysi Barbara, Jaccoud Jessica, Revaz Estelle, Roth David, Rumy Farah, Seiler Graf Priska, Tschopp Jean, Tuosto Brenda, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244405","18.12.2024","Roth Pasquier Marie-France"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244388","17.12.2024","Ettlin Erich"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244386","17.12.2024","Wandfluh Ernst, Gafner Andreas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244382","17.12.2024","Poggia Mauro"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244332","11.12.2024","Michaud Gigon Sophie"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244310","09.12.2024","Prelicz-Huber Katharina"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244306","05.12.2024","Graf Maya, Crevoisier Crelier Mathilde, Friedli Esther, Häberli-Koller Brigitte, Hegglin Peter, Stark Jakob, Stocker Simon"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244249","27.09.2024","Weichelt Manuela, Crottaz Brigitte"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244224","27.09.2024","Kaufmann Pius"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244223","27.09.2024","Kaufmann Pius"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244211","27.09.2024","Vincenz-Stauffacher Susanne"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244205","27.09.2024","Quadri Lorenzo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244204","27.09.2024","Arslan Sibel, Andrey Gerhard, Baumann Kilian, Brenzikofer Florence, Clivaz Christophe, Fivaz Fabien, Glättli Balthasar, Kälin Irène, Mahaim Raphaël, Porchet Léonore, Prelicz-Huber Katharina, Ryser Franziska, Schlatter Marionna, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244197","27.09.2024",""
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244185","27.09.2024","Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244177","27.09.2024","Storni Bruno, Amoos Emmanuel, Arslan Sibel, Bendahan Samuel, Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, de Quattro Jacqueline, Farinelli Alex, Fivaz Fabien, Fonio Giorgio, Fridez Pierre-Alain, Friedl Claudia, Giacometti Anna, Glättli Balthasar, Munz Martina, Nordmann Roger, Pamini Paolo, Porchet Léonore, Prelicz-Huber Katharina, Pult Jon, Roth David, Schläfli Nina, Stadler Simon, Tuosto Brenda, Walder Nicolas"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244145","26.09.2024","Roth David"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244138","26.09.2024","Fivaz Fabien, Schlatter Marionna, Arslan Sibel, Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Docourt Martine, Friedl Claudia, Glättli Balthasar, Kälin Irène, Klopfenstein Broggini Delphine, Mettler Melanie, Munz Martina, Nordmann Roger, Porchet Léonore, Prelicz-Huber Katharina, Revaz Estelle, Roth David, Schlatter Marionna, Seiler Graf Priska, Töngi Michael, Trede Aline, Tuosto Brenda, Walder Nicolas, Weichelt Manuela"
NA,NA,NA
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244131","26.09.2024","Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244108","26.09.2024","Candan Hasan, Arslan Sibel, Brenzikofer Florence, Clivaz Christophe, Crottaz Brigitte, Docourt Martine, Fivaz Fabien, Flach Beat, Friedl Claudia, Glättli Balthasar, Gysin Greta, Mahaim Raphaël, Munz Martina, Nordmann Roger, Porchet Léonore, Prelicz-Huber Katharina, Roth David, Schaffner Barbara, Schlatter Marionna, Seiler Graf Priska, Töngi Michael, Walder Nicolas, Weichelt Manuela, Wettstein Felix, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244072","26.09.2024","Andrey Gerhard"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244056","26.09.2024","Moser Tiana Angelina, Crevoisier Crelier Mathilde, Graf Maya, Michel Matthias, Stark Jakob, Würth Benedikt"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244044","26.09.2024","Nicolet Jacques"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244041","26.09.2024","Vincenz-Stauffacher Susanne, Masshardt Nadine, Schaffner Barbara, Trede Aline, Wismer-Felder Priska"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20244013","25.09.2024","Giacometti Anna"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243999","25.09.2024","Vara Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243958","23.09.2024","Girod Bastien, Trede Aline, Clivaz Christophe, Gysin Greta, Ryser Franziska, Schlatter Marionna, Trede Aline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243903","18.09.2024","Marti Samira"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243876","12.09.2024","Sommaruga Carlo"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243842","10.09.2024","Pult Jon"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243798","14.06.2024","Weichelt Manuela, Alijaj Islam, Andrey Gerhard, Arslan Sibel, Baumann Kilian, Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Fehlmann Rielle Laurence, Fivaz Fabien, Friedl Claudia, Glättli Balthasar, Gysi Barbara, Jost Marc, Kälin Irène, Klopfenstein Broggini Delphine, Marti Min Li, Munz Martina, Porchet Léonore, Prelicz-Huber Katharina, Schläfli Nina, Schlatter Marionna, Seiler Graf Priska, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243771","14.06.2024","Clivaz Christophe, Candan Hasan, Fivaz Fabien, Klopfenstein Broggini Delphine, Munz Martina, Schlatter Marionna, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243763","14.06.2024","Schneeberger Daniela"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243749","14.06.2024","Weber Céline, Flach Beat, Grossen Jürg, Hässig Patrick, Mettler Melanie, Schaffner Barbara"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243695","13.06.2024","Schlatter Marionna, Andrey Gerhard, Barandun Nicole, Candinas Martin, Fivaz Fabien, Hässig Patrick, Molina Fabian, Riniker Maja, Seiler Graf Priska, Töngi Michael"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243694","13.06.2024","Friedl Claudia, Alijaj Islam, Baumann Kilian, Brenzikofer Florence, Candan Hasan, Clivaz Christophe, Crottaz Brigitte, Docourt Martine, Fehlmann Rielle Laurence, Fivaz Fabien, Flach Beat, Glättli Balthasar, Gysi Barbara, Klopfenstein Broggini Delphine, Mettler Melanie, Munz Martina, Prelicz-Huber Katharina, Roth David, Schläfli Nina, Seiler Graf Priska, Storni Bruno, Tschopp Jean, Weichelt Manuela, Wettstein Felix, Zybach Ursula"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243679","13.06.2024","Ryser Franziska, Badertscher Christine, Brenzikofer Florence, Jost Marc, Mahaim Raphaël"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243669","13.06.2024","Flach Beat, Bally Maya, Bäumle Martin, Grossen Jürg, Schaffner Barbara, Weber Céline"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243663","13.06.2024","Marti Min Li, Andrey Gerhard, Blunschy Dominik, Glättli Balthasar, Grüter Franz, Gugger Niklaus-Samuel"
"https://www.parlament.ch/de/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20243630","13.06.2024","Vara Céline"
